13082019,85,11,cicloruta,Sur,Norte,13:14:45,0,0,0,0,0,1,0,53,0,9,0,
13082019,85,11,cicloruta,Sur,Norte,13:29:45,0,0,0,1,0,0,0,46,0,5,0,
13082019,85,11,cicloruta,Sur,Norte,13:44:44,0,0,0,0,0,0,0,60,0,13,0,
13082019,85,11,cicloruta,Sur,Norte,13:59:43,20,3,5,6,2,0,6,32,0,15,0,
13082019,85,11,cicloruta,Sur,Norte,14:14:44,46,48,15,16,0,8,1,7,0,1,0,
13082019,85,11,cicloruta,Sur,Norte,14:29:43,46,23,7,22,0,2,1,6,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,14:44:42,17,22,9,18,2,3,0,6,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,14:59:41,40,21,6,14,3,6,2,1,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,15:14:42,27,42,10,23,6,1,2,5,0,2,0,
13082019,85,11,cicloruta,Sur,Norte,15:29:41,35,28,13,7,4,3,5,6,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,15:44:40,18,49,15,9,0,3,1,2,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,15:59:41,25,51,12,9,2,5,4,0,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,16:14:40,36,31,12,14,3,5,1,0,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,16:29:39,23,35,15,23,0,3,6,5,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,16:44:38,29,56,21,23,1,3,1,2,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,16:59:37,40,31,8,18,1,4,2,10,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,17:14:36,44,60,9,27,0,0,2,10,0,1,0,
13082019,85,11,cicloruta,Sur,Norte,17:29:37,40,23,10,25,0,1,0,38,0,9,0,
13082019,85,11,cicloruta,Sur,Norte,17:44:36,27,34,13,13,0,0,3,76,0,34,0,
13082019,85,11,cicloruta,Norte,Sur,06:00:00,21,0,0,1,0,0,0,28,0,1,0,
13082019,85,11,cicloruta,Norte,Sur,06:15:01,19,0,0,1,0,0,0,24,0,2,0,
13082019,85,11,cicloruta,Norte,Sur,06:29:59,19,0,0,0,0,0,0,67,0,2,0,
13082019,85,11,cicloruta,Norte,Sur,06:45:00,1,0,0,3,0,0,0,96,0,2,0,
13082019,85,11,cicloruta,Norte,Sur,06:59:59,0,0,0,0,0,0,1,62,0,6,0,
13082019,85,11,cicloruta,Norte,Sur,07:14:58,2,0,1,1,0,0,0,79,0,5,0,
13082019,85,11,cicloruta,Norte,Sur,07:29:57,0,0,1,6,0,0,0,99,0,20,0,
13082019,85,11,cicloruta,Norte,Sur,07:44:58,5,0,0,3,0,0,0,124,0,29,0,
13082019,85,11,cicloruta,Norte,Sur,07:59:57,6,1,0,3,0,0,0,110,0,37,0,
13082019,85,11,cicloruta,Norte,Sur,08:14:56,1,0,0,2,0,0,0,136,0,32,0,
13082019,85,11,cicloruta,Norte,Sur,08:29:55,1,0,0,8,0,0,0,85,0,23,0,
13082019,85,11,cicloruta,Norte,Sur,08:44:54,1,0,0,7,0,0,0,95,0,45,0,
13082019,85,11,cicloruta,Norte,Sur,08:59:55,1,0,0,8,0,0,0,76,0,28,0,
13082019,85,11,cicloruta,Norte,Sur,09:14:54,1,0,0,5,0,0,0,78,0,17,0,
13082019,85,11,cicloruta,Norte,Sur,09:29:53,0,0,0,11,0,0,0,71,0,18,0,
13082019,85,11,cicloruta,Norte,Sur,09:44:52,2,0,1,8,0,0,0,66,0,20,0,
13082019,85,11,cicloruta,Norte,Sur,09:59:51,0,0,0,11,0,0,0,42,0,12,0,
13082019,85,11,cicloruta,Norte,Sur,10:14:50,0,0,0,9,0,0,0,51,0,11,0,
13082019,85,11,cicloruta,Norte,Sur,10:29:49,1,0,1,5,0,0,0,60,0,17,0,
13082019,85,11,cicloruta,Norte,Sur,10:44:51,0,0,0,8,0,0,0,55,0,11,0,
13082019,85,11,cicloruta,Norte,Sur,10:59:50,0,0,0,12,0,0,0,51,0,18,0,
13082019,85,11,cicloruta,Norte,Sur,11:14:49,0,0,0,4,0,0,0,45,0,10,0,
13082019,85,11,cicloruta,Norte,Sur,11:29:48,0,0,0,4,0,0,0,61,0,9,0,
13082019,85,11,cicloruta,Norte,Sur,11:44:48,0,0,0,5,0,0,0,48,0,13,0,
13082019,85,11,cicloruta,Norte,Sur,11:59:47,2,0,1,6,0,0,0,38,0,12,0,
13082019,85,11,cicloruta,Norte,Sur,12:14:48,1,0,0,9,0,0,0,81,0,16,0,
13082019,85,11,cicloruta,Norte,Sur,12:29:45,4,0,0,6,0,0,0,62,0,18,0,
13082019,85,11,cicloruta,Norte,Sur,12:44:46,0,0,0,7,0,0,1,82,0,13,0,
13082019,85,11,cicloruta,Norte,Sur,12:59:46,1,0,0,7,0,0,0,56,0,9,0,
13082019,85,11,cicloruta,Norte,Sur,13:14:45,0,2,0,5,0,1,0,73,0,11,0,
13082019,85,11,cicloruta,Norte,Sur,13:29:45,0,0,1,3,0,0,0,46,0,10,0,
13082019,85,11,cicloruta,Norte,Sur,13:44:44,0,0,0,5,0,0,0,55,0,20,0,
13082019,85,11,cicloruta,Norte,Sur,13:59:43,34,38,9,17,4,2,6,41,0,18,0,
13082019,85,11,cicloruta,Norte,Sur,14:14:44,50,47,25,29,4,2,3,2,0,1,0,
13082019,85,11,cicloruta,Norte,Sur,14:29:43,35,44,28,32,0,3,2,4,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,14:44:42,37,26,22,13,0,0,0,2,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,14:59:41,48,18,16,15,0,8,2,0,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,15:14:42,65,31,26,26,5,0,2,2,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,15:29:41,54,49,28,15,6,3,2,3,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,15:44:40,34,43,10,13,4,5,2,4,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,15:59:41,36,49,23,15,9,6,4,0,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,16:14:40,38,37,18,11,6,3,2,2,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,16:29:39,36,36,16,19,4,1,4,0,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,16:44:38,56,67,13,13,4,3,2,2,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,16:59:37,53,60,21,28,2,4,3,5,0,0,0,
13082019,85,11,cicloruta,Norte,Sur,17:14:36,72,87,11,61,2,7,1,11,0,1,0,
13082019,85,11,cicloruta,Norte,Sur,17:29:37,73,99,23,62,1,3,3,44,0,18,0,
13082019,85,11,cicloruta,Norte,Sur,17:44:36,39,228,47,125,1,5,6,121,0,31,0,
